Time	Average1	Average5	Average15	CpuUs	CpuSy	CpuId	CpuWa	MemFree	MemUsed	MemBuff	SwapFree	SwapUsed	SwapCached	
18:15:10	12.76	9.45	5.86	28.7	0.6	70.8	0.0	10603198	23986288	1152028	9999356	0	10615793	
18:15:11	12.76	9.45	5.86	28.7	0.7	70.7	0.0	10603198	23986288	1152028	9999356	0	10615793	
18:15:12	12.76	9.45	5.86	28.6	0.6	70.8	0.0	10603222	23985900	1152168	9999356	0	10615829	
18:15:13	12.76	9.45	5.86	28.5	0.7	70.8	0.0	10603222	23985900	1152168	9999356	0	10615829	
18:15:14	12.86	9.53	5.90	28.5	0.8	70.7	0.0	10603222	23985900	1152168	9999356	0	10615829	
18:15:15	12.86	9.53	5.90	28.4	0.8	70.8	0.0	10596885	24049120	1152320	9999356	0	10609508	
18:15:16	12.86	9.53	5.90	28.7	0.6	70.7	0.0	10596885	24049120	1152320	9999356	0	10609508	
18:15:17	12.86	9.53	5.90	28.5	0.7	70.8	0.0	10596885	24049120	1152320	9999356	0	10609508	
18:15:18	12.86	9.53	5.90	28.4	0.9	70.7	0.0	10592187	24095972	1152456	9999356	0	10604822	
18:15:19	12.95	9.60	5.94	25.3	0.9	73.8	0.0	10592187	24095972	1152456	9999356	0	10604822	
18:15:20	12.95	9.60	5.94	17.9	0.9	81.2	0.0	10592187	24095972	1152456	9999356	0	10604822	
18:15:21	12.95	9.60	5.94	18.0	0.8	81.1	0.0	10590140	24116220	1152668	9999356	0	10602793	
18:15:22	12.95	9.60	5.94	17.9	0.9	81.2	0.0	10590140	24116220	1152668	9999356	0	10602793	
18:15:23	12.95	9.60	5.94	17.8	0.9	81.2	0.0	10590140	24116220	1152668	9999356	0	10602793	
18:15:24	12.63	9.59	5.96	17.9	0.9	81.2	0.0	10590129	24116188	1152812	9999356	0	10602799	
18:15:25	12.63	9.59	5.96	13.6	2.0	84.4	0.0	10590129	24116188	1152812	9999356	0	10602799	
18:15:26	12.63	9.59	5.96	16.0	1.1	82.8	0.0	10590129	24116188	1152812	9999356	0	10602799	
18:15:27	12.63	9.59	5.96	28.6	0.6	70.8	0.0	10495529	25062044	1152952	9999356	0	10508211	
18:15:28	12.63	9.59	5.96	28.5	0.7	70.8	0.0	10495529	25062044	1152952	9999356	0	10508211	
18:15:29	12.74	9.66	6.00	28.6	0.7	70.7	0.0	10495529	25062044	1152952	9999356	0	10508211	
18:15:30	12.74	9.66	6.00	28.6	0.6	70.8	0.0	10495532	25061868	1153100	9999356	0	10508230	
18:15:31	12.74	9.66	6.00	28.6	0.7	70.7	0.0	10495532	25061868	1153100	9999356	0	10508230	
18:15:32	12.74	9.66	6.00	28.5	0.7	70.8	0.0	10495532	25061868	1153100	9999356	0	10508230	
18:15:33	12.74	9.66	6.00	28.6	0.7	70.7	0.0	10495533	25061716	1153244	9999356	0	10508243	
18:15:34	12.84	9.74	6.05	28.4	0.7	70.8	0.0	10495533	25061716	1153244	9999356	0	10508243	
18:15:35	12.84	9.74	6.05	28.6	0.6	70.8	0.0	10495533	25061716	1153244	9999356	0	10508243	
18:15:36	12.84	9.74	6.05	26.4	1.4	72.3	0.0	10616408	23852828	1153380	9999356	0	10629130	
18:15:37	12.84	9.74	6.05	28.6	0.7	70.8	0.0	10616408	23852828	1153380	9999356	0	10629130	
18:15:38	12.84	9.74	6.05	28.5	0.7	70.7	0.0	10616408	23852828	1153380	9999356	0	10629130	
18:15:39	12.93	9.81	6.09	28.4	0.8	70.8	0.0	10616422	23852548	1153528	9999356	0	10629166	
18:15:40	12.93	9.81	6.09	28.5	0.8	70.8	0.0	10616422	23852548	1153528	9999356	0	10629166	
18:15:41	12.93	9.81	6.09	28.6	0.7	70.7	0.0	10616422	23852548	1153528	9999356	0	10629166	
18:15:42	12.93	9.81	6.09	28.6	0.6	70.8	0.0	10616409	23852532	1153668	9999356	0	10629164	
18:15:43	12.93	9.81	6.09	28.4	0.8	70.7	0.0	10616409	23852532	1153668	9999356	0	10629164	
18:15:44	13.02	9.88	6.13	28.4	0.8	70.8	0.0	10616409	23852532	1153668	9999356	0	10629164	
18:15:45	13.02	9.88	6.13	28.5	0.7	70.8	0.0	10616372	23852756	1153816	9999356	0	10629145	
18:15:46	13.02	9.88	6.13	28.5	0.8	70.7	0.0	10616372	23852756	1153816	9999356	0	10629145	
18:15:47	13.02	9.88	6.13	28.4	0.8	70.8	0.0	10616372	23852756	1153816	9999356	0	10629145	
18:15:48	13.10	9.95	6.18	28.6	0.7	70.7	0.0	10616360	23852736	1153956	9999356	0	10629144	
18:15:49	13.10	9.95	6.18	28.2	1.0	70.8	0.0	10616360	23852736	1153956	9999356	0	10629144	
18:15:50	13.10	9.95	6.18	28.2	0.7	71.1	0.0	10616360	23852736	1153956	9999356	0	10629144	
18:15:51	13.10	9.95	6.18	28.6	0.7	70.7	0.0	10622938	23786808	1154104	9999356	0	10635734	
18:15:52	13.10	9.95	6.18	28.7	0.5	70.8	0.0	10622938	23786808	1154104	9999356	0	10635734	
18:15:53	13.17	10.01	6.22	28.6	0.7	70.8	0.0	10622938	23786808	1154104	9999356	0	10635734	
18:15:54	13.17	10.01	6.22	24.1	0.9	75.1	0.0	10616380	23852244	1154244	9999356	0	10629193	
18:15:56	13.17	10.01	6.22	17.9	0.9	81.2	0.0	10616380	23852244	1154244	9999356	0	10629193	
18:15:57	13.17	10.01	6.22	17.9	0.9	81.2	0.0	10616637	23849532	1154388	9999356	0	10629464	
18:15:58	13.17	10.01	6.22	10.2	2.2	87.6	0.0	10616637	23849532	1154388	9999356	0	10629464	
18:15:59	13.32	10.10	6.27	21.7	1.0	77.3	0.0	10616637	23849532	1154388	9999356	0	10629464	
18:16:00	13.32	10.10	6.27	28.9	0.5	70.6	0.0	10535156	24664184	1154540	9999356	0	10548000	
18:16:01	13.32	10.10	6.27	28.8	0.6	70.6	0.0	10535156	24664184	1154540	9999356	0	10548000	
18:16:02	13.32	10.10	6.27	28.8	0.5	70.7	0.0	10535156	24664184	1154540	9999356	0	10548000	
